eclit1,eclit2,eclit3,finlit1,finlit2,finlit3,cb,policy,certainty,workstatus,occupation,sector,income,education,leftright,age,gender,region
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,-200,No,8,Pensionato da lavoro,,,"Oltre i 75,000",Laurea,9,64,,
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Esattamente 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Vera,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Non so,Falsa,,,,,,,,,,,,
,,Non so,Esattamente 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni future,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,100,No,3,Occupato,impiegato,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Tra i 30,000 e i 40,000",Diploma,5,44,Maschio,Lombardia
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,100,No,3,Occupato,Libero professonista,"Professioni intellettuali, libere e scientifiche (es.: dottore - insegnante - ingegnere - artista - espero contabile - commercialista)","Tra i 20,000 e i 30,000",Laurea,3,40,Femmina,Liguria
Solo per pagare le pensioni future,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,-200,No,7,Occupato,Impiegato,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Tra i 30,000 e i 40,000",Diploma,5,50,Femmina,Lombardia
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,160,Sì,10 (Molto sicuro),Occupato,Impiegato,"Direttori, funzioni dirigenti nell'amministrazione (es.: banchiere - direttore di grande azienda - consigliere di stato - dirigente sindacale)","Tra i 30,000 e i 40,000",Laurea,0 (sinistra),50,Maschio,Piemonte
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Meno di 102 euro,Esattamente come prima,Non so,-240,No,6,In cerca di lavoro,,,"Tra i 30,000 e i 40,000",Diploma,9,43,Femmina,Sicilia
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Esattamente 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,-60,Sì,6,Pensionato da lavoro,,,"Tra i 10,000 e i 15,000",Diploma,6,59,Maschio,Emilia-Romagna
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Esattamente 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni future,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Esattamente 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,-240,No,7,Occupato,programmatore,"Professioni intellettuali, libere e scientifiche (es.: dottore - insegnante - ingegnere - artista - espero contabile - commercialista)","Tra i 40,000 e i 50,000",Laurea,7,38,Femmina,Lombardia
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Più di prima,Vera,100,,6,Occupato,commerciante,"Direttori, funzioni dirigenti nell'amministrazione (es.: banchiere - direttore di grande azienda - consigliere di stato - dirigente sindacale)","Tra i 40,000 e i 50,000",Post-Laurea,5,36,Femmina,Lombardia
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Più di prima,Vera,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,160,Sì,7,Occupato,Operaio,Lavoratore semi qualificato (es.: muratore - autista di autobus - operaio industria conserviera - carpentiere - lattoniere - panettiere),"Tra i 20,000 e i 30,000",Media Inferiore,10 (destra),52,Maschio,Lombardia
Solo per pagare le pensioni attuali,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Meno di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni future,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,,Falsa,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Vera,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Non so,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,
